soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments
PARTYNEXTDOOR,SPLIT DECISION,ultimate,191000.0,2020-08-13 01:18:26.820000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
PAX,Touch Me (PAX & Rui Da Silva Extended Version),ultimate,34100.0,2020-08-13 03:32:09.101000+00:00,paxmusic,307,"30,252","3,897",3.61%,"1,028.35",64.25
PEACEforeverever,Bloodshake,indie,2128,2020-08-11 02:54:33.448000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
PHIBES,Beat Assassins - Home Grown (Phibes Remix) - OUT NOW  DL LINK IN INFO,ultimate,9053,2020-08-14 00:06:13.638000+00:00,phibesuk,207,"14,351","5,072",3.90%,529.55,29.65
PLASTIC MERMAIDS,Plastic Mermaids - 1996 (Another Sky Remix),indie,51,2020-08-11 01:13:04.225000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
POLO G,"Polo G, Stunna 4 Vegas & NLE Choppa feat. Mike WiLL Made-It - Go Stupid",rap,34200000.0,2020-08-12 20:49:53.472000+00:00,polo.capalot,88,"4,925,597",519,11.90%,"577,328.00","8,700.55"
POP SMOKE,Pop Smoke - The Woo (feat. 50 Cent & Roddy Ricch),rap,7440000.0,2020-08-12 13:58:04.702000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
POPPY AJUDHA,Strong Womxn (Stripped),ultimate,364,2020-08-13 01:05:51.174000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Packs Remixes,Especial Packs Ahorro Vol. 1 AL 7 + Especial Bad Bunny (Dj Nev Remixes) MEGAMIX,ultimate,3448,2020-08-14 03:10:07.563000+00:00,djnevoficial,689,"15,824",725,2.25%,347.20,9.04
Palaye Royale,Anxiety,ultimate,10800.0,2020-08-13 14:57:13.011000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Palma Violets,Best of Friends,indie,221,2020-08-11 13:57:31.126000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Pampa Records,PAMPA033: Gerry Read - It'll all be over (DJ Koze Radio Edit Remix),ultimate,130000.0,2020-08-13 16:50:49.613000+00:00,djkozeofficial,97,"46,234",0,4.81%,"2,156.05",66.60
Patricia Lalor Sings,Sleep Talk,indie,416,2020-08-11 18:37:08.168000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Paul Epworth,Love Galaxy (Guy Gerber's Don't F**k with Cats Remix) [Edit] [feat. Lil Silva],indie,48,2020-08-11 00:31:19.745000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Paul Gannon,Marshmello & Juice WRLD - Come & Go (Paul Gannon Bootleg) [Free Download],ultimate,4914,2020-08-13 23:59:02.181000+00:00,paulgannondj,n/a,n/a,n/a,n/a,n/a,n/a
Paulo Arruda,Brazilian Lounge Collection by Paulo Arruda (2015),ultimate,4072,2020-08-14 03:10:49.087000+00:00,djpauloarruda,"1,156","4,500","1,585",1.44%,61.55,3.45
Pawel Bussa #2 (FOLLOW),Movin - Silver Water (Makina Edit),ultimate,14200.0,2020-08-13 23:58:39.558000+00:00,pawel.bussa,n/a,n/a,n/a,n/a,n/a,n/a
Pawel Bussa #3 (FOLLOW),Love Story (Pawel Bussa Hardstyle Edit),ultimate,7856,2020-08-13 23:57:16.132000+00:00,pawel.bussa,n/a,n/a,n/a,n/a,n/a,n/a
Pawel Bussa (FOLLOW),"Calvin Harris, Dua Lipa - One Kiss",ultimate,6866,2020-08-14 00:05:41.387000+00:00,pawel.bussa,n/a,n/a,n/a,n/a,n/a,n/a
Pearson Sound,Alien Mode (Snippet),indie,0,2020-08-11 00:31:13.911000+00:00,pearsonsound,n/a,n/a,n/a,n/a,n/a,n/a
Pet Store,(I'm Stuck In A) Haunted Mine,ultimate,89,2020-08-14 02:56:44.298000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Phoebe Green,Reinvent,indie,388,2020-08-11 01:27:38.573000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Phoenix,1901,indie,566000.0,2020-08-11 14:00:03.441000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Photay,Quest Of The Pseudacris,indie,437,2020-08-11 00:29:56.263000+00:00,photay,"1,139","7,703","1,043",6.63%,496.90,14.15
Pi-Singer,Magnetic Generation,ultimate,8503,2020-08-13 16:53:48.382000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Pizza Songs,Nessa Barrett - Pain (Slowed & Reverb),ultimate,20700.0,2020-08-14 03:46:22.286000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Plan B,She Said,rap,35400.0,2020-08-12 21:02:56.887000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
Poesie Musik,Nils Hoffmann feat. Margret - Wherever You Are (Tinlicker Remix) (snippet),indie,12400.0,2020-08-11 00:28:01.553000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Poohri Acre,Tory Lanez - Convertible Burt Instrumental (Reprod. by RM),rap,3410,2020-08-12 20:40:41.750000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Poppy,All The Things She Said,ultimate,42500.0,2020-08-13 03:19:22.587000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Porridge Radio,Pop Song,indie,521,2020-08-11 19:52:15.529000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Possum Kid,evaline (1st draft),ultimate,653,2020-08-14 02:57:05.626000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Potter Payper,2020 Vision Freestyle,rap,406000.0,2020-08-12 19:42:37.515000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Powfu,"a world of chaos | feat. ivri, jomie, rxseboy",indie,142000.0,2020-08-11 01:00:45.724000+00:00,pow.fu,96,"330,951",308,14.52%,"47,310.20",757.35
Press Play Compilations,V9 x Kwengface x Trizzac - 9ZOO,rap,38000.0,2020-08-12 19:43:32.263000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Pressa (BFR),"Pressa feat. Sleepy Hallow, Sheff G - Head Tap",rap,77500.0,2020-08-12 20:16:18.829000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Primal Scream,Movin' on Up,indie,0,2020-08-11 14:06:15.573000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Princ$,"""OUTA TIME"" Retro Synth Trap Type Beat Chill-[Prod by Princ$]",ultimate,132,2020-08-16 19:04:32.627000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Princess Nokia,I Like Him,rap,2140000.0,2020-08-12 20:47:22.479000+00:00,princessnokia,151,"837,238",586,6.00%,"49,755.90",466.35
PrincessPiaMia,Pia Mia-Mr. President,ultimate,3340000.0,2020-08-13 23:47:39.789000+00:00,princesspiamia,n/a,n/a,n/a,n/a,n/a,n/a
Problem354,Don't Be Mad At Me (Remix),rap,32200.000000000004,2020-08-12 20:22:07.001000+00:00,problem354,23,"236,264",807,1.62%,"3,659.94",164.35
Professor Green,Jungle (feat. Maverick Sabre),rap,0,2020-08-12 21:12:10.795000+00:00,professorgreen,83,"861,301","4,134",0.69%,"5,770.25",145.15
Project Storm Recordings,**Coming Soon**The Reproductive System - Our Tribe,ultimate,486,2020-08-14 00:03:42.427000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Propeller Recordings,Sløtface - S.U.C.C.E.S.S.,ultimate,5125,2020-08-13 15:00:14.308000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Prospa,Ecstasy (Over & Over),ultimate,132000.0,2020-08-13 03:31:08.691000+00:00,prospa__,228,"10,513",545,5.72%,576.85,24.70
Protoje,Same So,rap,6248,2020-08-11 23:20:17.034000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Pulp,Common People,indie,31000.0,2020-08-11 14:07:00.057000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Puppy,Powder Blue,ultimate,94,2020-08-13 03:24:21.360000+00:00,puppyvybes,423,"5,114",100,6.77%,333.45,12.70
Pure Vibes Ent,Pure Vibes Ent & Invasion Crew Live ON IG - Live Sessions Party II 31.07.2020,ultimate,1445,2020-08-14 03:52:55.689000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Pynch,Somebody Else,indie,1387,2020-08-11 18:35:52.804000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
Queen Naija,Pack Lite,ultimate,483000.0,2020-08-13 00:57:53.332000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RAC,Passion,indie,41000.0,2020-08-11 02:52:00.569000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RAE,Never Meant To Start A Witch Hunt,ultimate,116,2020-08-13 03:28:24.103000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RAJI Music,African Girl (feat. Ayo Tori & Baba Raji),rap,6,2020-08-11 23:21:00.136000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RNSM,WET (YFN Lucci flip),ultimate,1687,2020-08-16 18:28:06.043000+00:00,rnsmwrld,30,"12,054",5,5.44%,634.00,21.25
ROGANMUSIC,COME TOGETHER (COVER) FT KURTIS JOINSON,ultimate,1813,2020-08-14 03:19:42.818000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
ROQUISMO,BAD BUNNY X ROQUISMO // ESTAMOS BIEN REMIX [LA CLINICA & DJCITY LATINO EXCLUSIVE],ultimate,0,2020-08-16 19:15:23.716000+00:00,roquegram,60,521,841,--,0.00,0.00
Radiant Children,Mariposa,ultimate,2340,2020-08-13 01:02:29.932000+00:00,theradiantchildren,73,"7,545",10,8.12%,582.75,29.65
Radio Juicy,khoa - cabin fever,ultimate,12900.0,2020-08-16 18:27:21.141000+00:00,radiojuicy,415,"6,023","3,336",3.65%,186.75,32.90
Radio Primavera Sound,Too Slow To Disco 1x05 Trans Tropical Airlines,ultimate,0,2020-08-14 02:57:51.821000+00:00,radioprimaverasound,344,"14,047",446,0.46%,61.05,3.45
Rafa Barrios,"Sebastian Manuel,Honey Dijon - The mixologist (Rafa Barrios remix)",ultimate,3322,2020-08-13 16:55:32.319000+00:00,rafabarriosdj,"2,204","188,312","5,196",1.47%,"2,609.30",150.10
Raleigh Ritchie,Party Fear,indie,6626,2020-08-11 01:13:39.105000+00:00,raleighritchie,n/a,n/a,n/a,n/a,n/a,n/a
Ramz,Scratch Cards,rap,21500.0,2020-08-12 19:43:11.660000+00:00,ramonerochester,130,"192,688",510,3.89%,"7,399.25",88.20
Rasster,SAD (Imanbek xxx Remix),ultimate,160000.0,2020-08-13 03:30:38.556000+00:00,rasster,165,"30,086",573,2.08%,576.10,50.20
Rasťo Tužinčin,Ecco2k - Life After Life (13th Track from CD),ultimate,19000.0,2020-08-14 03:17:35.130000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Razorlight,America,indie,0,2020-08-11 14:08:52.800000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Re-Style,Re-Style & Rayvolt - Enrapture,ultimate,12100.0,2020-08-16 19:07:40.965000+00:00,djrestylemusic,100,"32,454",329,3.52%,"1,071.20",70.15
Real Lies,UNREAL RADIO I,indie,2106,2020-08-11 00:27:33.171000+00:00,real_lies_,n/a,n/a,n/a,n/a,n/a,n/a
RealGeko,Tantrum,rap,2310,2020-08-11 23:18:46.004000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rebūke,Rebuke - Dial Tone (Original Mix),ultimate,8113,2020-08-13 16:41:06.810000+00:00,rebukemusic,301,"41,952",983,3.50%,"1,409.35",60.30
Red Bull Music Academy,"Matt Karmil ""Sourced"" [First Floor Premiere]",ultimate,8022,2020-08-13 23:48:04.781000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Red Bull Records,The Aces - Daydream,indie,29500.0,2020-08-11 02:55:29.582000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Redlight UK,Get Out My Head,ultimate,0,2020-08-13 03:38:49.614000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RedymixDMT,Soca Saves Lives Cropover Edition (Barbados Soca),ultimate,1094,2020-08-16 19:11:01.426000+00:00,shomarikrl,715,"3,824","1,030",2.78%,0.00,0.00
Reflection Music Group,Parris Chariz - Hunger Games (2045),rap,1006,2020-08-12 20:15:12.371000+00:00,rmgmusic,"1,544","22,452",9,1.19%,259.70,7.00
Remedee,Love of My Life (feat. Not3s & Young Adz),rap,118000.0,2020-08-12 20:26:07.417000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Renato Rocha,Você de Mim Não Sai (Ao Vivo),ultimate,1,2020-08-14 03:15:05.028000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Renni Rucci,07. PLAY WIT IT,rap,13100.0,2020-08-12 20:46:08.670000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Resident Advisor,RA.739 Jayda G,ultimate,14600.0,2020-08-13 23:52:24.085000+00:00,resident_advisor,"4,803","596,842","1,003",0.18%,"1,056.85",12.95
Revealed Family IDs,Destiny's Child - Say My Name (Dimitri Vegas & Like Mike Vs. W&W Festival Mix),ultimate,786,2020-08-13 03:31:22.653000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Revealed Recordings,Ryos - Hey Child,ultimate,13200.0,2020-08-14 00:04:28.715000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Reverend And The Makers,Heavyweight Champion Of The World,indie,0,2020-08-11 14:05:17.132000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rhyemusic,Please (Jeff Samuel Remix),ultimate,4568,2020-08-13 23:45:27.521000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
RicoTheDJ🇯🇲,IF JAB WAS A YAADIE 2020 - GRENADA SOCA MIXTAPE,ultimate,834,2020-08-16 19:10:09.496000+00:00,ricothedj876,6,377,377,5.92%,61.50,1.83
Rigor Mendrez,Wiz Khalifa- Take Away No one can Take Away from me VO6YXXxoPNE hi,indie,147000.0,2020-08-11 00:28:06.025000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rikshaw,Feels Like Summer,rap,205,2020-08-12 20:27:22.684000+00:00,rikshaww_,7,659,460,9.67%,117.43,5.00
Riley Matthew,baby blue (video in desc),ultimate,648,2020-08-14 02:59:49.229000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Riscas,Talk Your Mind,indie,18,2020-08-11 13:53:41.519000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rita Ora,R.I.P. (feat. Tinie Tempah),rap,13800.0,2020-08-12 21:04:07.939000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Riton,Rinse & Repeat (Radio Edit) [feat. Kah-Lo],ultimate,5829,2020-08-13 03:42:22.909000+00:00,ritontime,9,"16,796",13,0.69%,106.11,9.11
Rival Consoles,Sudden Awareness of Now,indie,486,2020-08-11 00:27:21.236000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rizzle Kicks,Mama Do The Hump,rap,34900.0,2020-08-12 21:06:52.464000+00:00,rizzlekicktures,n/a,n/a,n/a,n/a,n/a,n/a
Ro James XIX,Be Mine,ultimate,6989,2020-08-13 01:17:05.501000+00:00,rojamesxix,67,"173,807","2,682",2.01%,"3,329.95",157.40
Rob IYF (The Watchmen),Rob IYF & Monster - Kill 'Em All (Teaser),ultimate,10900.0,2020-08-13 23:56:15.005000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Robbie,Cavetown - Smoke Signals (feat. Tessa Violet),indie,46300.0,2020-08-11 00:58:04.946000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Roberson Cassol,Miguel Campbell - Something Special (Original Mix),ultimate,373000.0,2020-08-13 16:39:53.200000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Robert Babicz,Let`s Be Friends (Original Mix),ultimate,4187,2020-08-13 16:53:24.035000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rochy RD,"Gotico (with Ceky Viciny, Hussein, El Cherry Scom)",ultimate,8172,2020-08-14 03:07:54.812000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rod Wave,Rags2Riches (feat. ATR Son Son),rap,12900000.0,2020-08-12 20:19:21.098000+00:00,rodwave,49,"137,655",32,11.43%,"14,879.10",854.04
Roddy Ricch,The Box,rap,129000000.0,2020-08-12 20:16:56.411000+00:00,roddyricch,10,"6,432,153",76,21.43%,"1,355,050.00","23,669.20"
Roll Deep,Green Light,rap,16800.0,2020-08-12 21:02:29.496000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rolo Tomassi,A Flood of Light,ultimate,17,2020-08-13 03:27:57.600000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Romare,The River (Edit),indie,4264,2020-08-11 00:29:41.812000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Ron Suno,Pinocchio,rap,4720000.0,2020-08-12 19:39:52.492000+00:00,ronsuno,264,"984,419",192,6.04%,"58,681.90",790.65
Rosie Carney,when i look at you.,indie,2744,2020-08-11 18:43:22.708000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Route 94,My Love (feat. Jess Glynne),ultimate,75100.0,2020-08-13 16:38:47.448000+00:00,route94,19,"29,002",843,1.78%,502.58,12.58
Rowdy Rebel,Computers (feat. Bobby Shmurda),rap,220000.0,2020-08-12 19:38:37.089000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Royal & the Serpent,Overwhelmed,indie,327000.0,2020-08-11 01:32:52.032000+00:00,royalandtheserpent,90,"9,737",866,6.94%,642.85,33.35
Rubi Rose,He In His Feelings,rap,1735,2020-08-11 23:27:52.698000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rudimental,Waiting All Night (feat. Ella Eyre),rap,8780000.0,2020-08-12 21:00:40.474000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Rushy,Need Money,rap,353,2020-08-12 19:34:49.481000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Ryan Destiny,Do You,ultimate,14500.0,2020-08-14 03:52:00.141000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
S U N R A Y Y S,"SUNRAYYS - ""Anywhere Else""",ultimate,5,2020-08-14 03:02:31.867000+00:00,sunrayysmusic,n/a,n/a,n/a,n/a,n/a,n/a
S.DotBrim🅱️,Duke Deuce & Mulatto - Kirk Franklin,rap,2803,2020-08-12 20:41:17.727000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
S1,Rockstar Diva (feat. Peter Xan),rap,14600.0,2020-08-12 20:22:42.079000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
S1mba,Rover (feat. DTG),rap,6240000.0,2020-08-12 20:33:17.168000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SAINT MOTEL,SAINT MOTEL - My Type,indie,5030000.0,2020-08-11 14:06:30.834000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SAINt JHN,SAINt JHN - Roses Remix (feat. Future),rap,881000.0,2020-08-12 20:20:58.724000+00:00,saintjhn,33,"517,969",101,7.18%,"36,513.80",687.45
SEA,SEA & Rnla - I can't get over (feat. Vallin & yaeow),indie,14000.0,2020-08-11 00:51:54.879000+00:00,sea_musique,14,"1,195",65,19.05%,202.50,25.14
SEA GIRLS,All I Want To Hear You Say,indie,468,2020-08-11 03:00:06.672000+00:00,sonicseagirls,540,"36,900",189,4.13%,"1,505.85",19.30
SEAN INSIDE OUT,TOM PARR - 4AM - SEAN INSIDE OUT REMIX **FREE DL**,ultimate,173,2020-08-14 00:05:05.876000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SHORELINE MAFIA,How We Do It (feat. Wiz Khalifa),rap,414000.0,2020-08-12 20:40:03.088000+00:00,ohgeesy,107,"1,254,531",430,11.13%,"138,288.00","1,399.90"
SHOSH,Get Down -SHOSH,indie,1985,2020-08-11 00:31:06.148000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SHiiKANE,This Year,rap,0,2020-08-11 23:23:48.212000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SKEPTA,"Skepta, Chip & Young Adz - St Tropez",rap,69000.0,2020-08-12 20:37:01.031000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SKI MASK THE SLUMP GOD,Burn The Hoods,rap,1080000.0,2020-08-12 19:45:34.181000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SL,Little Bird,rap,74300.0,2020-08-12 19:41:11.241000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SOFI TUKKER,SOFI TUKKER & Gorgon City - House Arrest,ultimate,251000.0,2020-08-13 03:34:30.434000+00:00,sofitukker,740,"303,727",458,4.04%,"11,944.00",327.55
SPECTOR,Celestine,indie,0,2020-08-11 02:54:48.427000+00:00,spectagram,n/a,n/a,n/a,n/a,n/a,n/a
STIIR,Cityside,indie,554,2020-08-11 02:51:18.851000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SVDDEN DEATH,SVDDEN DEATH & SOMNIUM SOUND - LOSING IT EDIT,ultimate,701000.0,2020-08-13 16:38:41.808000+00:00,svddendeath,162,"246,791",418,7.30%,"17,456.40",549.75
SWIM DEEP,Honey,indie,6887,2020-08-11 14:02:53.212000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SYCO(WALLRYHMES),S.O.T.L......(smoken on the low),rap,2102,2020-08-12 20:47:51.129000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Saint Saviour,For My Love,indie,528,2020-08-11 02:50:46.579000+00:00,saintsaviour,75,"2,363",268,7.49%,164.10,12.80
Saint Sister,Dynamite,indie,462,2020-08-11 18:42:49.258000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sam Hawcroft,The Smiths - There is a light that never goes out (cover),ultimate,97,2020-08-14 02:58:24.187000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sam Wills,Undercover,ultimate,4380,2020-08-13 01:07:39.804000+00:00,samwillsmusic,437,"8,732",668,4.86%,403.75,20.80
Sammy Porter,"Eivissa, You & Me",ultimate,4475,2020-08-13 16:42:14.194000+00:00,iamsammyporter,"2,208","53,287","7,427",1.32%,677.75,25.95
Sams 4 Christ (SA & RA),Stars Bright,ultimate,903,2020-08-16 18:21:08.673000+00:00,sams4christ,n/a,n/a,n/a,n/a,n/a,n/a
Sara Kays,Home for the Summer,indie,88600.0,2020-08-11 00:52:04.192000+00:00,sarakaysmusic,55,"60,105","1,417",10.69%,"6,255.90",169.60
Sasha Go Hard,RONDO (PROD. BY TONY ROCHE OF ODD COUPLE),rap,24700.0,2020-08-12 19:38:56.444000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Saweetie,Pretty Bitch Freestyle,rap,302000.0,2020-08-11 23:26:41.630000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Scantraxx,The Prophet - Wanna Play (270 BPM Terror Edit),ultimate,4030,2020-08-14 00:04:55.112000+00:00,scantraxx,"3,177","94,418",144,0.81%,752.30,13.20
Scribz Riley,Impress Me (feat. Headie One),rap,10900.0,2020-08-12 20:23:38.452000+00:00,scribzriley,57,"13,760",996,7.97%,"1,045.60",50.50
Scuba,Scuba - Never Forget (Effy Remix),indie,1408,2020-08-11 00:46:42.153000+00:00,scubaofficial,"1,416","35,615",790,0.38%,127.85,6.45
Seb Zito,2020 (Radio Edit),ultimate,2374,2020-08-13 16:44:37.278000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Secret operations,Reflect,ultimate,1677,2020-08-16 19:08:31.711000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Selected.,Sam Robs & Kelvin Wood - No Scrubs,ultimate,227000.0,2020-08-13 03:32:40.664000+00:00,selectedofficial,784,"91,848",0,1.36%,"1,227.85",18.70
Session Victim,Needledrop,indie,1744,2020-08-11 00:44:29.355000+00:00,session_victim,694,"12,821","2,434",1.20%,150.55,3.65
Sha The Introvert,Jacquees & Chris Brown - Put In Work (slowed + reverb),ultimate,10100.0,2020-08-14 03:50:22.497000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Shadow Child,Shadow Child - Mars,ultimate,4573,2020-08-13 16:42:51.321000+00:00,shdwchld,"6,284","37,700","2,506",0.63%,227.95,10.75
Shall Not Fade,TIN007 // V/A -  Time Is Now Allstars Vol.1 EP,ultimate,2610,2020-08-16 19:08:15.461000+00:00,shallnotfade,"1,018","14,059",101,2.48%,336.60,12.25
Shane G Music,Shane G ft Chip O'Toole - Flying High,ultimate,14300.0,2020-08-14 03:53:59.495000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Shayne Brown,Juice WRLD - Conversations,rap,750000.0,2020-08-12 20:18:59.516000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sheff G,"No Suburban, Pt. 2",rap,4140000.0,2020-08-12 19:36:04.602000+00:00,sheff_g,49,"502,833",618,14.41%,"70,907.60","1,546.45"
Shift K3Y,I Know (Radio Edit),ultimate,0,2020-08-13 16:39:19.256000+00:00,shiftk3y,165,"17,179",889,2.34%,376.75,25.35
Shinichi Atobe,Heat 1,ultimate,596,2020-08-13 23:45:19.729000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Shiny Tiger,When It's Autumn (With Introduction),ultimate,45,2020-08-14 02:59:37.922000+00:00,shinytigermusic,n/a,n/a,n/a,n/a,n/a,n/a
Shivum Sharma,Ride,ultimate,1620,2020-08-13 01:05:37.378000+00:00,s.hivum,n/a,n/a,n/a,n/a,n/a,n/a
ShyFX,Warning (feat. Gappy Ranks) (Bou Remix),ultimate,88900.0,2020-08-13 03:36:02.661000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sian Michelle,Comatose by Jxdn Cover,ultimate,1751,2020-08-13 14:58:58.743000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Silk Music,Claes Rosen - One-Sided Love,ultimate,3637,2020-08-13 16:47:46.373000+00:00,silk.music,741,"11,595",392,0.96%,106.80,4.85
Sinead O'Brien,Strangers in Danger,indie,90,2020-08-11 01:32:57.159000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
SineadHarnettMusic,Stickin' (feat. Masego & VanJess),ultimate,10600.0,2020-08-13 01:06:04.711000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sineadddꨄ,Hard Bass SLUT,ultimate,3898,2020-08-13 23:58:28.127000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sinister Sounds | Records,Sophia Essel & DaniCW - My Love (PRE ORDER - PRE SAVE),ultimate,413,2020-08-13 16:41:00.653000+00:00,sinistersoundsr,134,"4,766","7,482",1.25%,57.40,2.40
Sirup Music,Troste - Rabiosa,ultimate,68200.0,2020-08-13 16:55:15.269000+00:00,sirupmusic,"2,164","18,982","1,285",0.58%,105.50,4.40
Skip Marley,Slow Down,ultimate,685000.0,2020-08-13 01:11:21.040000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Sky McCreery,if you leave,indie,36900.0,2020-08-11 00:52:39.311000+00:00,skymccreery,29,"34,652",275,19.96%,"6,764.55",153.65
Sleepy Hallow,Deep End Freestyle ft. Fousheé,rap,8890000.0,2020-08-12 19:36:12.125000+00:00,_sleepyhallow_,28,"312,037",677,17.37%,"52,983.20","1,217.15"
Smoove L,Apollo,rap,7327,2020-08-12 19:36:38.798000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Smuggzy Ace,Sticks On Sticks,rap,4495,2020-08-12 19:41:25.999000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Snapz,Black Widow (Prod. By Snapz & Blasian Beats),ultimate,1413,2020-08-16 19:03:09.085000+00:00,snapz,33,"6,782",462,4.53%,271.70,35.85
