soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments,Engaged Fans
The Avalanches,Frontier Psychiatrist,indie,38000,2020-08-11 14:11:12.314000+00:00,theavalanches,260,"42,293","1,877",4.31%,"1,760.75",63.8,1823
The Beloved,Sweet Harmony,indie,31200,2020-08-11 14:12:26.984000+00:00,thebeloveduk,,,,,,,
The Beta Band,The Beta Band - Dry The Rain (Remaster),indie,4180,2020-08-11 14:12:15.942000+00:00,thebetaband,,,,,,,
The Big Moon,Your Light,indie,18000,2020-08-11 03:00:25.182000+00:00,commoonicate,,,,,,,
The Black Keys,Next Girl,indie,42400,2020-08-11 00:26:02.041000+00:00,theblackkeys,397,"469,840",29,4.37%,"20,229.10",320.75,20532
The Bluetones,Marblehead Johnson,indie,0,2020-08-11 14:17:18.491000+00:00,thebluetonesband,,,,,,,
The Boo Radleys,Wake up Boo!,indie,909,2020-08-11 14:15:02.820000+00:00,,,,,,,,
The Breeders,Divine Hammer,indie,249,2020-08-11 14:16:44.318000+00:00,thebreeders,,,,,,,
The Cardigans,Carnival,indie,2977,2020-08-11 14:19:48.365000+00:00,thecardigansofficial,,,,,,,
The Chemical Brothers,Hey Boy Hey Girl,indie,53700,2020-08-11 14:21:06.495000+00:00,thechemicalbrothers,753,"261,479",772,1.58%,"4,065.70",59.25,4131
The Coronas,True Love Waits,indie,24,2020-08-11 01:31:55.605000+00:00,thecoronasofficial,"1,693","61,336",860,2.00%,"1,208.10",21.15,1227
The Cranberries,Zombie,indie,439000,2020-08-11 14:22:05.489000+00:00,thecranberries,865,"153,485",3,4.33%,"6,537.85",106.8,6646
The Cribs,Men's Needs,indie,10600,2020-08-11 14:08:16.704000+00:00,thecribs,638,"25,035",128,7.93%,"1,906.00",78.65,1985
The Cure,A Letter To Elise,indie,0,2020-08-11 14:21:53.448000+00:00,thecure,,,,,,,
The Dandy Warhols,Bohemian Like You,indie,20500,2020-08-11 14:08:06.847000+00:00,thedandywarhols,"3,589","31,981",403,1.34%,415.65,11.45,429
The Drums,Lets Go Surfing,indie,28800,2020-08-11 00:25:41.810000+00:00,thedrumsofficial,445,"111,248",38,6.22%,"6,783.50",132.55,6920
The Fratellis,Chelsea Dagger,indie,45100,2020-08-11 13:57:22.124000+00:00,thefratellis,435,"24,326",83,4.85%,"1,149.85",29.75,1180
The Ghost,GHOSTCAST 010 - JOE DELON,ultimate,6861,2020-08-16 19:06:16.008000+00:00,ghostberlin,,,,,,,
The Go! Team,Ladyflash,indie,8249,2020-08-11 13:52:48.989000+00:00,itsthegoteam,,,,,,,
The Harristocrats,What You Know,ultimate,178,2020-08-14 02:56:33.711000+00:00,theharristocrats,,,,,,,
The Hives,Hate To Say I Told You So,indie,691,2020-08-11 13:59:23.227000+00:00,thehives,651,"72,830","2,079",4.92%,"3,516.80",65.85,3583
The Hoosiers,Goodbye Mr A,indie,38200,2020-08-11 14:09:42.121000+00:00,thehoosiersuk,260,"5,076",132,3.62%,178.45,5.4,184
The Jam,Town Called Malice,indie,40000,2020-08-11 14:01:27.506000+00:00,thejamiekilstein,"1,014","10,891",267,4.77%,472.1,47.75,520
The Kooks,Naive,indie,193000,2020-08-11 14:09:12.925000+00:00,thekooksmusic,987,"302,101",2,1.38%,"4,116.65",37.5,4169
The La's,There She Goes,indie,64700,2020-08-11 14:06:50.078000+00:00,,,,,,,,
The Lathums,Fight On,indie,727,2020-08-11 02:55:36.315000+00:00,thelathums,377,"25,116",143,9.16%,"2,135.30",166.5,2301
The Libertines,Don't Look Back into the Sun,indie,33100,2020-08-11 13:56:58.727000+00:00,thelibertines,671,"108,784",28,4.74%,"5,104.05",55.55,5156
The Lights In The Sky,Chapter 1,ultimate,39,2020-08-14 02:59:02.582000+00:00,lightintheskystudios,54,628,237,3.74%,0,0,23
The Lucky 88s,Supergrass - Alright,indie,49900,2020-08-11 13:55:51.947000+00:00,,,,,,,,
The Lumineers,Ophelia,indie,1280000,2020-08-11 20:20:14.603000+00:00,thelumineers,"2,097","789,282",179,2.17%,"17,027.60",96.45,17127
The Maccabees,Precious Time,indie,1297,2020-08-11 14:03:27.268000+00:00,themaccabees,,,,,,,
The Magic Gang,Make Time For Change,indie,1209,2020-08-11 01:34:28.043000+00:00,themagicgang,798,"41,268",176,4.41%,"1,806.35",11.75,1820
The Mysterines,I Win Every Time,ultimate,7927,2020-08-13 15:02:46.109000+00:00,themysterines,201,"7,647",137,6.88%,516.76,9.2,526
The Naked And Famous,Everybody Knows,indie,594,2020-08-11 15:25:24.954000+00:00,thenakedandfamous,183,"37,585",352,3.05%,"1,109.10",36.1,1146
The Night Café,Addicted,indie,962,2020-08-11 19:51:54.933000+00:00,,,,,,,,
The Pigeon Detectives,Take Her Back,indie,10500,2020-08-11 13:51:13.098000+00:00,pigeonsofficial,,,,,,,
The Plug,"The Plug - Trust (feat. Nafe Smallz, Youngboy Never Broke Again & Loski)",rap,16300,2020-08-12 20:26:59.223000+00:00,,,,,,,,
The Raconteurs,"Steady, As She Goes",indie,0,2020-08-11 14:09:52.922000+00:00,theraconteurs,600,"140,980",21,4.43%,"6,178.60",72.05,6245
The Reflex,Heatwave - The Grooveline [The Reflex Revision],ultimate,2899,2020-08-16 19:09:01.181000+00:00,thereflexmusic,422,"7,802",622,2.70%,201.25,9.2,211
The Slum Vagabunds,Conspiracy,ultimate,1873,2020-08-13 23:45:45.354000+00:00,theslumvagabunds,372,"1,779",272,2.91%,0,0,52
The Smiths,Bigmouth Strikes Again (2011 Remaster),indie,10700,2020-08-11 14:04:27.183000+00:00,shanesmithmusic,"1,679","40,588","1,245",3.61%,"1,433.70",31.9,1465
The Snuts,Elephants,indie,2175,2020-08-11 01:29:51.309000+00:00,thesnuts,114,"38,284",553,6.36%,"2,401.65",34.6,2435
The Staves,Nothing's Gonna Happen (Demo),indie,439,2020-08-11 18:39:03.201000+00:00,thestaves,"1,380","65,990",583,4.24%,"2,752.10",48.1,2798
The Stone Roses,Waterfall (Remastered),indie,38100,2020-08-11 13:54:12.495000+00:00,thestonerosesofficial,,,,,,,
The Strokes,Last Nite,indie,0,2020-08-11 14:01:59.615000+00:00,thestrokes,,,,,,,
The Surrogate,Hallucination,ultimate,168,2020-08-14 03:03:47.301000+00:00,,,,,,,,
The Temper Trap,Sweet Disposition,indie,0,2020-08-11 20:21:16.478000+00:00,thetempertrap,326,"36,889",6,5.48%,"1,976.90",44.15,2022
The Vaccines,If You Wanna,indie,99400,2020-08-11 13:50:55.782000+00:00,thevaccines,,,,,,,
The Van T's,SEEING STARS,ultimate,259,2020-08-13 03:19:50.289000+00:00,the_van_ts,661,"3,831",125,5.54%,207.15,4.9,212
The Verve,Bitter Sweet Symphony,indie,153000,2020-08-11 14:05:56.188000+00:00,thevervepipe,718,"4,136",83,2.40%,94.6,4.7,99
The View,Same Jeans,indie,18300,2020-08-11 13:56:50.528000+00:00,,,,,,,,
The Weeknd,The Weeknd - Heartless (Remix) [feat. Lil Uzi Vert],ultimate,390000,2020-08-13 01:18:12.211000+00:00,abelxo,,,,,,,
The White Stripes,Seven Nation Army,indie,0,2020-08-11 14:02:43.955000+00:00,,,,,,,,
The Wombats,Moving to New York,indie,43000,2020-08-11 13:55:26.320000+00:00,wombatsofficial,"1,279","162,960",313,4.24%,"6,860.65",56.35,6910
The xx,Crystalised,indie,93000,2020-08-11 13:55:09.283000+00:00,thexx,929,"633,043",62,3.41%,"21,339.10",240.1,21587
The-Dream,Wee Hours Ft. Jhené Aiko,ultimate,97200,2020-08-13 14:24:48.002000+00:00,thekingdream,"2,648","419,059",53,0.67%,"2,700.95",93.15,2808
TheArchitects,Royal Beggars,ultimate,0,2020-08-13 03:23:51.949000+00:00,,,,,,,,
TheCharlatans,One To Another,indie,1120,2020-08-11 14:18:32.831000+00:00,thecharlatans,"1,144","47,933",1,2.56%,"1,199.00",30.3,1227
TheKillers,The Man,indie,145000,2020-08-11 14:00:33.658000+00:00,thekillers,844,"1,150,577",24,5.05%,"57,214.10",944.45,58104
The_Cedar,Dont Say those things (Live),indie,175,2020-08-11 00:57:48.497000+00:00,,,,,,,,
Thea,A Little Time on Me,ultimate,95,2020-08-13 01:07:23.527000+00:00,,,,,,,,
Thomas,Do I Wanna Know (Arctic Monkeys Cover),ultimate,78,2020-08-14 02:58:02.569000+00:00,wardthomasmusic,"2,179","24,031",640,2.04%,478.55,12.65,490
Tiana Major9,Lucky,ultimate,8536,2020-08-13 00:58:52.792000+00:00,tianamajor9,158,"45,958",624,4.82%,"2,143.55",70.65,2215
Tibasko,Solum,indie,264,2020-08-11 00:45:45.597000+00:00,tibaskomusic,142,"1,254",572,9.32%,98.9,17.95,117
Tim Engelhardt,Chymera,ultimate,915,2020-08-13 16:52:04.516000+00:00,timengelhrdt,439,"10,988",296,2.86%,301.65,12.20,314
Tim Green,Her Future Ghost,ultimate,5634,2020-08-13 16:51:49.538000+00:00,timgreen_music,217,"9,167",462,5.37%,466.7,25.2,492
Tinashe,Hopscotch (Remix),ultimate,368000,2020-08-13 00:59:33.852000+00:00,tinashenow,"2,919","2,958,215",670,2.59%,"75,365.00","1,139.40",76618
Tinchy Stryder,Spaceship,rap,0,2020-08-12 21:06:06.779000+00:00,tinchystryder,476,"107,636",388,0.48%,496.80,18.05,517
Tinie Tempah,Frisky (feat. Labrinth),rap,10000,2020-08-12 20:51:21.506000+00:00,tiniegram,116,"788,709",926,0.48%,"2,409.55","1,357.65",3786
Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),rap,2440000,2020-08-12 13:58:00.653000+00:00,tionwayne,40,"369,860",472,16.87%,"61,646.60",734.6,62395
Tipsy Records,Toby Rose - Chance To Run,ultimate,183000,2020-08-13 23:53:22.588000+00:00,tipsyrecords,141,"33,440","1,333",0.18%,51.2,7.6,60
Tivi Gunz,Gracias,ultimate,1038,2020-08-14 03:08:21.510000+00:00,tivigunz,317,"352,646","2,809",0.33%,"1,112.65",52.6,1164
Tiësto,Lose You (feat. ILIRA),ultimate,19000,2020-08-13 03:33:11.352000+00:00,tiesto,286,"6,326,425","1,483",0.61%,"38,230.80",474,38591
Tkay Maidza,Tkay Maidza feat. Kari Faux - Don't Call Again,ultimate,4627,2020-08-13 14:29:39.829000+00:00,tkaymaidza,121,"92,853",722,3.65%,"3,296.45",89.25,3389
Todd Terry,Figure of Jazz,ultimate,1489,2020-08-13 16:44:42.650000+00:00,djtoddterry,"3,242","150,013","7,503",0.34%,494.60,19.45,510
Tokyo Jetz,See Me,rap,20500,2020-08-12 20:46:23.158000+00:00,tokyojetz,61,"1,699,048",247,3.66%,"61,511.30",653.1,62185
Tom Morello,"Stand Up (Tom Morello, Shea Diamond, Dan Reynolds & The Bloody Beetroots)",ultimate,3653,2020-08-13 03:22:00.076000+00:00,tommorello,"4,148","1,289,801",153,2.82%,0.00,0.00,36372
TonyBony,IDFK (prod. Fantom),ultimate,114,2020-08-14 03:53:30.037000+00:00,,,,,,,,
Toolroom Records,Illyus & Barrientos Feat. Lizzie Nightingale - Body Movement,ultimate,11300,2020-08-13 16:43:38.503000+00:00,toolroomrecords,"3,264","180,512","1,073",0.64%,"1,111.35",35.55,1155
Torin,Torin - Feel Better,ultimate,480,2020-08-14 03:01:41.336000+00:00,itskevintr,,,,,,,
Tory Lanez,K Lo K (feat. Fivio Foreign),rap,3240000,2020-08-12 19:38:45.286000+00:00,torylanez,209,"10,110,259",254,2.22%,"220,003.00","4,372.00",224448
Tourist,Last,indie,12200,2020-08-11 00:27:50.467000+00:00,tourist,100,"24,831",204,6.30%,"1,501.70",61.9,1564
Tout2F Beats,Tout2f Beats Fresko,ultimate,12,2020-08-16 19:03:01.283000+00:00,tout2f_beats,,,,,,,
Trap Nation Radio,TNR #138 - Remedy,ultimate,2242,2020-08-16 19:02:57.486000+00:00,trapnation,"1,306","578,418","2,235",0.75%,"4,167.15",143,4338
Trash Talk,Worst of Times,ultimate,405,2020-08-13 03:23:10.623000+00:00,trashtalking.it,"2,465","45,198",1,12.81%,"5,773.65",16.95,5790
Travis Scott,HIGHEST IN THE ROOM,rap,32300000,2020-08-12 20:17:32.092000+00:00,trvisxx,,,,,,,
Tribal Trap,Taw - Collision,ultimate,2130,2020-08-16 19:00:08.409000+00:00,tribaltrap,485,"58,548",442,1.26%,723.95,13.3,738
TruePilot,regrets,indie,1603,2020-08-11 00:57:31.736000+00:00,thetruepilot,5,329,52,12.46%,84,13,41
Tryst (UK),Akihabara,ultimate,192,2020-08-13 23:45:54.545000+00:00,,,,,,,,
TsuBirdd,FLEX Feat Alika Rozae,ultimate,42,2020-08-13 00:57:28.105000+00:00,tsuwapp,2,"1,643",387,--,0.00,0.00,#VALUE!
Tunde,Stitch Lipped,rap,45400,2020-08-12 19:43:18.273000+00:00,tundeednut,"70,287","2,476,848","2,940",0.35%,"8,021.20",525.35,8669
Two Another,My Religion,ultimate,32,2020-08-13 01:08:43.639000+00:00,twoanother,,,,,,,
Two Door Cinema Club,Undercover Martyn,indie,0,2020-08-11 13:54:03.847000+00:00,twodoorcinemaclub,829,"262,744",47,3.41%,"8,860.00",102.8,8960
Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",rap,439000,2020-08-12 19:33:25.061000+00:00,tydollasign,6,"5,351,123",768,1.58%,"83,386.70","1,028.00",84548
Tyla Yaweh,Stuntin' On You (feat. DaBaby),rap,354000,2020-08-12 19:44:55.524000+00:00,tylayaweh,51,"497,313",562,5.90%,"27,300.40","2,045.75",29341
UK MUSIC PLUG,BBCC Bad Boy Chiller Crew - 450 Ft. S Dog,ultimate,62000,2020-08-13 23:53:40.985000+00:00,,,,,,,,
UN3H,sometimes you get bored,ultimate,1722,2020-08-13 03:27:43.678000+00:00,un3h,,,,,,,
UNDRWRLDKRIS,Heartbreak Hotel,ultimate,273,2020-08-14 21:30:15.543000+00:00,fatbitchkris,3,94,133,12.70%,26.33,6.67,12
Uk Drill Plug,24Wavey - Next up?,ultimate,14800,2020-08-13 23:53:59.336000+00:00,24wavey,11,"18,874",588,32.52%,"5,946.73",190.55,6138
Uly,cold water,indie,150,2020-08-11 18:41:00.637000+00:00,,,,,,,,
Uma,Astronaut,indie,9267,2020-08-11 18:38:19.263000+00:00,,,,,,,,
Unknown T,Leave Dat Trap (feat. AJ Tracey),rap,66900,2020-08-12 19:41:04.849000+00:00,unknwnt9,19,"340,556",197,14.47%,"48,470.80",820.89,49278
User 993939381,"Ariana Grande, Taylor Swift, The Phantom of the Opera - Phantom Looking Woman (mashup)",ultimate,10400,2020-08-14 03:47:17.785000+00:00,,,,,,,,
Usher,"Usher, Lil Jon, Ludacris - SexBeat",ultimate,19000,2020-08-13 01:17:55.059000+00:00,usher,263,"8,973,703",965,0.63%,"55,518.40",848.35,56534
,,,,,,,,,,,,
VC Pines,Taste Your Love,indie,22,2020-08-11 01:34:35.436000+00:00,vcpines,240,"3,041",725,6.84%,192.65,15.45,208
Valith,Trapped,ultimate,3483,2020-08-16 19:03:29.011000+00:00,val1th,1,179,112,1.56%,9,1,3
Vampire Weekend,A-Punk,indie,299000,2020-08-11 13:51:47.554000+00:00,vampireweekend,,,,,,,
Vershon,Original,rap,1629,2020-08-11 23:24:23.683000+00:00,vershonmusic,21,"346,107",86,1.38%,"4,679.45",89.3,4776
Veselina Tomova,Баце и Томи,ultimate,250000,2020-08-13 23:52:53.246000+00:00,,,,,,,,
Vibes4YourSoul,GilbertoGil - Chiclete Com Banana (V4YS Sambebop Edit),ultimate,2295,2020-08-14 03:07:00.558000+00:00,vibes4yoursoul,,,,,,,
Victor Internet,I KNO V3,indie,15100,2020-08-11 02:57:04.470000+00:00,victorinternet,31,"26,107",419,17.92%,"4,609.50",68.85,4678
Vijay and Sofia,Sokana Makana (Ådå Afro House Remix),ultimate,1500,2020-08-13 16:47:27.101000+00:00,vijaysofiazlatko,271,"3,195","1,808",1.02%,29.6,3.05,33
Viola Beach,Swings And Waterslides,indie,58900,2020-08-11 13:52:57.832000+00:00,violabeach,,,,,,,
Vistas,Retrospect (Single Version),indie,55,2020-08-11 02:59:57.453000+00:00,vistasmusic,172,"19,574",88,5.62%,"1,079.60",20.25,1100
Vladi Solera,Sofia's Theme (Keep Warm)OUT NOW!,ultimate,3909,2020-08-13 16:54:39.226000+00:00,,,,,,,,
Voldy Moyo,Sweet Dreams,ultimate,272,2020-08-16 19:06:09.733000+00:00,v7backin2007,89,"3,469",34,3.24%,109.8,2.6,112
Vowel,Dorian Concept - Tried (Now Tired) (Vowel Bootleg) [FREE DOWNLOAD],ultimate,2083,2020-08-16 19:05:40.010000+00:00,vowel____,87,"1,497",659,7.09%,101.55,4.6,106
,,,,,,,,,,,,
WALE,BYGPW (Colors),rap,37600,2020-08-12 20:40:29.923000+00:00,wale,99,"3,795,957","1,410",1.35%,"50,042.00","1,319.60",51245
WEDIDIT COLLECTIVE,Deb Never - Ugly,indie,92400,2020-08-11 00:59:20.109000+00:00,wedidit,482,"17,801",58,3.27%,570.1,12.15,582
WILLOW KAYNE,Demons,ultimate,1005,2020-08-14 21:29:47.930000+00:00,willowkayne,105,"5,523","1,598",9.33%,488,27.2,515
Wauve,Day By Day,rap,2095,2020-08-12 19:34:15.619000+00:00,wauve,48,"10,262",890,10.57%,"1,006.15",78.5,1085
Waxahatchee,Lilacs,indie,5945,2020-08-11 19:52:50.349000+00:00,waxa_katie,"2,118","67,441",701,7.15%,"4,764.20",55.8,4822
We Want You To Dance,Do You?,ultimate,18,2020-08-13 01:03:29.077000+00:00,wewantyoutodance,22,204,10,21.67%,0,0,44
Westerman,Confirmation (SSBD),indie,2896,2020-08-11 01:30:19.341000+00:00,westermanmusic,235,"8,319",1,4.60%,373,9.55,383
Weyler Torres,104 - Mi Pan Su Su Sum Versión Cumbia Villera - Dj LerZiTo - Pucallpa - Perú - 2020,ultimate,741,2020-08-14 03:08:33.469000+00:00,,,,,,,,
While She Sleeps,HAUNT ME,ultimate,3388,2020-08-13 03:26:51.045000+00:00,whileshesleeps,196,"200,845",702,2.10%,"4,163.70",52.2,4218
White Lies,Farewell To The Fairground,indie,3209,2020-08-11 02:54:01.039000+00:00,whiteliesofficial,,,,,,,
Whitney,Strange Overtones,indie,181,2020-08-11 02:51:38.891000+00:00,whitneyband,,,,,,,
Whoyostro,Damian Rausch - Saint [WHO178],ultimate,1525,2020-08-13 16:52:14.491000+00:00,whoyostro,231,"12,073",3,3.62%,423.35,14.2,437
Wilkinson UK,"Wilkinson, Becky Hill - Afterglow",rap,4740000,2020-08-12 21:03:11.975000+00:00,wilkinsonuk,373,"56,303",551,4.53%,"2,457.25",94.05,2551
Willie J Healey,True Stereo,indie,20,2020-08-11 02:51:46.339000+00:00,williejhealey,71,"10,115",326,7.76%,772.15,12.4,785
Wilma Archer,Cheater (feat. Sudan Archives),indie,199,2020-08-11 18:49:54.324000+00:00,wilma.archer,67,"2,398",158,--,0.00,0,#VALUE!
WizKid,Smile (feat. H.E.R.),rap,16400,2020-08-12 19:32:28.774000+00:00,wizkidayo,,,,,,,
,,,,,,,,,,,,
Wolf Alice,Don't Delete The Kisses,indie,25600,2020-08-11 13:51:04.038000+00:00,wolfaliceband,"1,423","189,128",73,3.14%,"5,880.50",59.05,5939
Wretch 32,Unorthodox (Radio Edit) [feat. Example],rap,0,2020-08-12 21:04:37.656000+00:00,officialwretch32,"1,940","338,699","2,928",3.53%,"11,144.00",813.80,11956
XINCLAIR,i don't wanna fall in love,indie,14300,2020-08-11 00:52:49.340000+00:00,iamxinclair,22,"1,604",329,19.65%,289.20,25.95,315
XNilo,Bodyline (feat. Modulo & Ambizius),rap,16,2020-08-11 23:19:29.023000+00:00,xnilo,284,"30,751","1,739",0.20%,57.35,3.25,62
YFN LUCCI,Wet (She Got That…),rap,3310000,2020-08-12 20:44:08.439000+00:00,yfnlucci,249,"3,798,585",773,0.49%,"17,928.60",843.64,18613
YG,SWAG,rap,297000,2020-08-12 19:34:22.512000+00:00,yg,38,"6,964,995","2,321",4.20%,"289,231.00","3,543.65",292530
YONAKA,Punch Bag,ultimate,759,2020-08-13 03:24:51.001000+00:00,weareyonaka,592,"33,278",420,5.28%,"1,726.10",29.3,1757
YUKU,YUKU LABEL DIVE 002,ultimate,5990,2020-08-16 19:07:29.197000+00:00,yukumedia,,,,,,,
YUNGBLUD,Weird!,ultimate,150000,2020-08-13 03:18:55.802000+00:00,yungblud,147,"2,419,385",950,15.24%,"351,163.00","17,637.10",368714
Yakul,North & South,ultimate,278,2020-08-13 01:05:05.663000+00:00,yakulband,488,"3,655",506,4.44%,150.9,11.2,162
Yeah Yeah Yeahs,Heads Will Roll,indie,0,2020-08-11 13:55:18.092000+00:00,yeahyeahyeahs,488,"3,655",506,4.44%,150.9,11.2,162
Yella Beezy,Headlocc (ft. Young Thug),rap,577000,2020-08-12 20:50:38.539000+00:00,yellabeezy214,82,"1,934,099",496,4.58%,"87,275.00","1,319.95",88582
Yellow Days,You,indie,1406,2020-08-11 01:33:45.979000+00:00,yellowdayss,488,"3,655",506,4.44%,150.9,11.2,162
Yo La Tengo,You Can Have It All,indie,2355,2020-08-11 14:10:14.046000+00:00,therealylt,478,"40,745",91,3.14%,"1,257.45",20.3,1279
Young Dolph,RNB (feat. Megan Thee Stallion),rap,404000,2020-08-12 20:46:50.304000+00:00,youngdolph,478,"40,745",91,3.14%,"1,257.45",20.3,1279
Young M.A,Trap or Cap,rap,475000,2020-08-12 20:47:37.811000+00:00,youngma,40,"6,238,907",122,3.55%,"218,703.00","2,894.40",221481
Young T & Bugsey,Don't Rush (Remix),rap,10100,2020-08-12 20:48:18.087000+00:00,youngtandbugsey,99,"126,621",337,4.13%,"5,130.15",104.55,5229
YoungBoy Never Broke Again,All In,ultimate,1310000,2020-08-13 23:56:05.209000+00:00,nba_youngboy,,,,,,,
YoungIke,On the Map (Prod. Mani Lobo Beats),rap,32400,2020-08-12 19:45:13.540000+00:00,_youngike,10,"6,001",217,27.03%,"1,194.40",427.6,1622
Yubin Jo,If I Really Love You cover.,indie,4608,2020-08-11 00:52:29.735000+00:00,joyuub,,,,,,,
Yumi Zouma,Southwark,indie,3410,2020-08-11 20:13:07.225000+00:00,yumizouma,,,,,,,
YungFume,Can't Sleep (feat. RV),rap,8726,2020-08-12 19:44:38.252000+00:00,yungfume,58,"53,279",444,4.43%,"2,294.90",65.5,2360
Yungg FaZzy (@realfazzy),Yungg FaZzy - No Progress (Prod. by Retnik Beats),rap,79100,2020-08-12 20:19:50.153000+00:00,realfazzy,6,"4,331",12,53.19%,"1,921.00",382.83,2304
Zaini,Aidan & Zaini - Love Me (ft. darkforestdrives),indie,1536,2020-08-11 00:54:59.119000+00:00,zainibeats,106,"2,158",401,9.41%,188.35,14.7,203
Zdot,Pilot,rap,10,2020-08-12 19:42:08.955000+00:00,,,,,,,,
ZieZie,Worth It (feat. S1mba & Stylo G),rap,4699,2020-08-12 19:30:31.511000+00:00,ziezie,58,"53,279",444,4.43%,"2,294.90",65.5,2360
Zion Foster,Insecure Love (feat. Chunkz),ultimate,6808,2020-08-13 00:59:05.679000+00:00,zionfoster,,,,,,,
Zoe Louise,Lost without youu,ultimate,154,2020-08-14 03:49:14.138000+00:00,i_am_zoe_louise,"1,160","37,251",593,0.67%,228.75,21.55,250
Zotiyac,Escape Room (Prod. Killswitch) LYRICS IN DESC.,ultimate,49000,2020-08-13 01:08:12.521000+00:00,zotiyac,13,"27,494",106,10.10%,"2,684.38",92.08,2777
Zuzu,What You Want,indie,43,2020-08-11 20:16:02.401000+00:00,,,,,,,,
ZΞN,Re:ZERO - S2 / Ending Theme「Memento」by nonoc,ultimate,39600,2020-08-14 03:20:38.014000+00:00,,,,,,,,
_LB,AURORA -scruta il cielo mix,ultimate,188,2020-08-13 16:50:00.493000+00:00,,,,,,,,
,,,,,,,,,,,,
aLee DJ #2,"UN DIA ( Versión Cumbia ) [ REMIX ] ☀️ J. Balvin, Dua Lipa, Bad Bunny, Tainy & aLee DJ 🌞 | ONE DAY",ultimate,2449,2020-08-14 03:12:22.143000+00:00,djalee25,"1,160","37,251",593,0.67%,228.75,21.55,250
adekunleGOLD,AG Baby,rap,831,2020-08-11 23:23:28.149000+00:00,adekunlegold,"1,093","6,121,315","1,562",0.46%,"27,386.80",952.8,28158
aestheticg,ayzha nyree- no guidance remix (s l o w e d + r e v e r b),ultimate,22900,2020-08-16 18:26:35.636000+00:00,egosticc,33,378,849,11.44%,93.15,12.2,43
aidan.,like crazy (ft. thomas reid & cøzybøy),indie,8788,2020-08-11 00:54:17.470000+00:00,producedbyaidan,41,"1,933",498,11.65%,201.05,24.1,225
all my thoughts,tom vr - acheless,indie,4420,2020-08-11 00:29:13.791000+00:00,allmythoughtshq,42,"1,002",954,6.80%,64.9,3.25,68
alt-J,Left Hand Free,indie,0,2020-08-11 13:56:19.260000+00:00,unrealaltj,"1,093","6,121,315","1,562",0.46%,"27,386.80",952.8,28158
amour,pretty great (fickle friends cover),indie,677,2020-08-11 20:17:04.283000+00:00,,,,,,,,
april,New Conditions,indie,1206,2020-08-11 19:53:11.430000+00:00,,,,,,,,
astro.dot,Lo-Fiction,indie,2191,2020-08-11 20:15:33.522000+00:00,astro.dot,"1,093","6,121,315","1,562",0.46%,"27,386.80",952.8,28158
aurora_halal,Joey,indie,3379,2020-08-11 00:45:11.805000+00:00,aurora_halal,"1,093","6,121,315","1,562",0.46%,"27,386.80",952.8,28158
,,,,,,,,,,,,
bdrmm,Gush,indie,272,2020-08-11 18:45:41.641000+00:00,smellybdrmm,,,,,,,
beabadoobee,Care,indie,22800,2020-08-11 01:26:43.198000+00:00,radvxz,743,"740,794",550,9.05%,"66,769.70",301.35,67042
bellaRV,Jersey Surf 2017 Wake Up - Pure Imagination,ultimate,23500,2020-08-16 19:09:36.429000+00:00,,,,,,,,
bellamartinx,Track 22 - Tinie Tempah - Tears Ft. Cleo Sol (BurgaBoy Remix) [The Sound of Bassline 2 - CD1],rap,234000,2020-08-12 21:10:20.011000+00:00,,,,,,,,
bennicky,Ben Nicky feat. Stunt - Raindrops (Sunset Bros Extended Remix),ultimate,11400,2020-08-13 23:57:48.395000+00:00,bennicky,"5,504","312,175",997,1.81%,"5,341.65",300.2,5650
blocparty,Flux,indie,7415,2020-08-11 14:02:18.836000+00:00,thisisblocparty,297,"56,311",4,6.17%,"3,399.15",74.2,3474
blonded,Pink + White,indie,661000,2020-08-11 02:59:42.766000+00:00,blonded,297,"56,311",4,6.17%,"3,399.15",74.2,3474
blueface,Yea Yea,rap,1730000,2020-08-12 20:42:08.041000+00:00,bluefacebleedem,297,"56,311",4,6.17%,"3,399.15",74.2,3474
bonobo,BrightonTapes 02,ultimate,14800,2020-08-14 03:17:21.534000+00:00,si_bonobo,904,"258,770",402,6.32%,"16,000.20",345.75,16354
bosco,TEST / MATHS Kick 'n' Bass,rap,3022,2020-08-11 23:17:23.831000+00:00,hellobosco,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
boy pablo,honey,indie,28700,2020-08-11 01:29:20.473000+00:00,soypablo777,258,"533,592",395,13.02%,"68,924.80",530.1,69474
brakence,dropout,indie,267000,2020-08-11 00:49:20.266000+00:00,brakence,36,"36,635",69,21.98%,"7,764.85",286.8,8052
,,,,,,,,,,,,
casper ghost,CASPER GHOST PRESSURE,ultimate,462000,2020-08-13 23:49:28.019000+00:00,casper_ghost7,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
chelsea brisbane,head n heart remix joel corry,ultimate,13200,2020-08-13 23:53:11.540000+00:00,,,,,,,,
chloe moriondo,Manta Rays,indie,745,2020-08-11 01:28:18.223000+00:00,chloemoriondo,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
